1,1,119.09,334.55,139.09,57.26999999999998,1,1,1.0
1,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
1,3,734.55,265.46,70.95000000000005,39.09000000000003,1,1,1.0
1,4,554.55,258.91,38.180000000000064,24.539999999999964,1,1,1.0
1,5,1.82,265.27,20.0,20.910000000000025,1,1,1.0
2,1,96.36,337.27,139.08999999999997,57.28000000000003,1,1,1.0
2,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
2,3,721.82,267.27,67.27999999999997,39.09000000000003,1,1,1.0
2,4,554.54,258.91,32.75999999999999,24.539999999999964,1,1,1.0
2,5,3.33,265.27,20.0,20.910000000000025,1,1,1.0
3,1,73.64,339.09,139.08999999999997,57.27000000000004,1,1,1.0
3,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
3,3,709.1,270.91,70.0,39.089999999999975,1,1,1.0
3,4,550.91,258.91,32.75,24.539999999999964,1,1,0.0
3,5,4.85,265.27,20.0,20.910000000000025,1,1,1.0
4,1,54.54,346.36,139.1,57.27999999999997,1,1,1.0
4,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
4,3,696.37,272.73,70.0,39.089999999999975,1,1,1.0
4,4,550.91,258.91,27.290000000000077,24.539999999999964,1,1,0.0
4,5,6.36,265.27,20.0,20.910000000000025,1,1,1.0
5,1,23.7,350.91,147.20000000000002,57.26999999999998,1,1,1.0
5,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
5,3,680.92,272.73,72.68000000000006,39.089999999999975,1,1,1.0
5,4,547.27,262.55,23.629999999999995,24.539999999999964,1,1,0.0
5,5,8.18,267.09,20.0,20.910000000000025,1,1,1.0
6,1,1.82,353.64,143.62,57.27000000000004,1,1,1.0
6,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
6,3,664.6,278.18,77.17999999999995,39.089999999999975,1,1,1.0
6,4,547.27,262.55,20.029999999999973,24.539999999999964,1,1,0.0
6,5,8.18,267.09,22.72,20.910000000000025,1,1,1.0
7,1,1.82,353.64,119.08000000000001,63.660000000000025,1,1,1.0
7,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
7,3,647.3,280.91,81.75999999999999,39.089999999999975,1,1,1.0
7,4,531.82,263.46,20.92999999999995,24.54000000000002,1,1,0.0
7,5,13.64,271.64,22.71,20.910000000000025,1,1,1.0
8,1,1.82,353.64,101.78,63.660000000000025,1,1,1.0
8,2,209.09,249.09,92.71000000000001,41.82000000000002,1,1,0.0
8,3,638.21,281.82,78.08999999999992,39.09000000000003,1,1,1.0
8,4,521.82,263.46,20.92999999999995,24.54000000000002,1,1,0.0
